30/08/1992	0.55078534	0.540350877	0.496618357
31/08/1992	0.551832461	0.530994152	0.490821256
1/09/1992	0.552879581	0.520467836	0.485990338
2/09/1992	0.552879581	0.495906433	0.484057971
3/09/1992	0.545549738	0.451461988	0.496618357
4/09/1992	0.538219895	0.430409357	0.50821256
5/09/1992	0.530890052	0.407017544	0.492753623
6/09/1992	0.523560209	0.408187135	0.461835749
7/09/1992	0.516230366	0.411695906	0.430917874
8/09/1992	0.508900524	0.414035088	0.401932367
9/09/1992	0.501570681	0.402339181	0.384541063
10/09/1992	0.491099476	0.374269006	0.35942029
11/09/1992	0.480628272	0.354385965	0.323671498
12/09/1992	0.493193717	0.34619883	0.316908213
13/09/1992	0.491099476	0.350877193	0.317874396
14/09/1992	0.489005236	0.357894737	0.317874396
15/09/1992	0.486910995	0.361403509	0.317874396
16/09/1992	0.455497382	0.347368421	0.31884058
17/09/1992	0.416753927	0.306432749	0.31884058
18/09/1992	0.404188482	0.302923977	0.319806763
19/09/1992	0.4	0.338011696	0.319806763
20/09/1992	0.410122513	0.323976608	0.320772947
21/09/1992	0.420243979	0.305263158	0.320772947
22/09/1992	0.430366492	0.278362573	0.32173913
23/09/1992	0.330890052	0.230409357	0.32173913
24/09/1992	0.332984293	0.21871345	0.322705314
25/09/1992	0.332984293	0.222222222	0.316908213
26/09/1992	0.329842932	0.219883041	0.298550725
27/09/1992	0.337172775	0.244444444	0.304347826
28/09/1992	0.344502618	0.271345029	0.313043478
29/09/1992	0.351832461	0.298245614	0.322705314
30/09/1992	0.348691099	0.32748538	0.322705314
1/10/1992	0.351832461	0.349707602	0.277294686
2/10/1992	0.273298429	0.325146199	0.266666667
3/10/1992	0.212565445	0.311111111	0.262801932
4/10/1992	0.235863874	0.312280702	0.245410628
5/10/1992	0.259162304	0.315789474	0.226086957
6/10/1992	0.282460733	0.319298246	0.206763285
7/10/1992	0.305759162	0.314619883	0.193236715
8/10/1992	0.312041885	0.287719298	0.190338164
9/10/1992	0.289005236	0.277192982	0.192270531
10/10/1992	0.294240838	0.260818713	0.2
11/10/1992	0.29668377	0.240935673	0.206763285
12/10/1992	0.299127749	0.221052632	0.214492754
13/10/1992	0.301570681	0.205847953	0.220289855
14/10/1992	0.273298429	0.208187135	0.225120773
15/10/1992	0.265968586	0.212865497	0.229951691
16/10/1992	0.269109948	0.212865497	0.234782609
17/10/1992	0.237696335	0.21754386	0.220289855
18/10/1992	0.227748691	0.232748538	0.210628019
19/10/1992	0.217801047	0.249122807	0.202898551
20/10/1992	0.207853403	0.260818713	0.196135266
21/10/1992	0.197905759	0.25497076	0.195169082
22/10/1992	0.194764398	0.256140351	0.190338164
23/10/1992	0.19895288	0.269005848	0.194202899
24/10/1992	0.210471204	0.263157895	0.194202899
25/10/1992	0.217452356	0.256140351	0.192270531
26/10/1992	0.224432461	0.250292398	0.190338164
27/10/1992	0.231413613	0.243274854	0.190338164
28/10/1992	0.241884817	0.235087719	0.192270531
29/10/1992	0.237696335	0.230409357	0.193236715
30/10/1992	0.230366492	0.231578947	0.190338164
31/10/1992	0.22617801	0.229239766	0.199033816
1/11/1992	0.218499476	0.228070175	0.199033816
2/11/1992	0.210819895	0.228070175	0.198067633
3/11/1992	0.203141361	0.226900585	0.197101449
4/11/1992	0.196858639	0.229239766	0.196135266
5/11/1992	0.208376963	0.231578947	0.188405797
6/11/1992	0.192670157	0.228070175	0.192270531
7/11/1992	0.19895288	0.21754386	0.187439614
8/11/1992	0.20174555	0.221052632	0.187439614
9/11/1992	0.204537173	0.225730994	0.188405797
10/11/1992	0.207329843	0.226900585	0.182608696
11/11/1992	0.2	0.215204678	0.158454106
12/11/1992	0.207329843	0.207017544	0.155555556
13/11/1992	0.207329843	0.203508772	0.149758454
14/11/1992	0.216753927	0.201169591	0.142995169
15/11/1992	0.220243979	0.195321637	0.137198068
16/11/1992	0.223735079	0.189473684	0.13236715
17/11/1992	0.227225131	0.18245614	0.131400966
18/11/1992	0.209424084	0.173099415	0.137198068
19/11/1992	0.211518325	0.169590643	0.136231884
20/11/1992	0.203141361	0.160233918	0.138164251
21/11/1992	0.197905759	0.154385965	0.134299517
22/11/1992	0.189180105	0.149707602	0.134299517
23/11/1992	0.180453403	0.14502924	0.133333333
24/11/1992	0.171727749	0.140350877	0.133333333
25/11/1992	0.165445026	0.135672515	0.13236715
26/11/1992	0.159162304	0.135672515	0.131400966
27/11/1992	0.152879581	0.14619883	0.133333333
28/11/1992	0.156020942	0.147368421	0.133333333
29/11/1992	0.153228272	0.14502924	0.13236715
30/11/1992	0.150436649	0.142690058	0.13236715
1/12/1992	0.147643979	0.141520468	0.133333333
2/12/1992	0.159162304	0.14619883	0.140096618
3/12/1992	0.161256545	0.147368421	0.146859903
4/12/1992	0.158115183	0.148538012	0.157487923
5/12/1992	0.148691099	0.150877193	0.171980676
6/12/1992	0.148691099	0.149707602	0.17294686
7/12/1992	0.148691099	0.148538012	0.17294686
8/12/1992	0.148691099	0.148538012	0.171980676
9/12/1992	0.147643979	0.156725146	0.168115942
10/12/1992	0.143455497	0.171929825	0.151690821
11/12/1992	0.146596859	0.18128655	0.141062802
12/12/1992	0.15078534	0.184795322	0.134299517
13/12/1992	0.153228272	0.18245614	0.126570048
14/12/1992	0.155672251	0.180116959	0.119806763
15/12/1992	0.158115183	0.176608187	0.112077295
16/12/1992	0.161256545	0.173099415	0.10531401
17/12/1992	0.166492147	0.167251462	0.097584541
